Toll Date,Detection Group,Vehicle Class,CRZ Entries
2025-02-27,Lincoln Tunnel,TLC Taxi/FHV,8130
2025-02-27,Manhattan Bridge,"1 - Cars, Pickups and Vans",16811
2025-02-27,Manhattan Bridge,2 - Single-Unit Trucks,2343
2025-02-27,Manhattan Bridge,3 - Multi-Unit Trucks,243
2025-02-27,Manhattan Bridge,4 - Buses,570
2025-02-27,Manhattan Bridge,5 - Motorcycles,113
2025-02-27,Manhattan Bridge,TLC Taxi/FHV,10256
2025-02-27,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",23769
2025-02-27,Queens Midtown Tunnel,2 - Single-Unit Trucks,2367
2025-02-27,Queens Midtown Tunnel,3 - Multi-Unit Trucks,80
2025-02-27,Queens Midtown Tunnel,4 - Buses,1233
2025-02-27,Queens Midtown Tunnel,5 - Motorcycles,34
2025-02-27,Queens Midtown Tunnel,TLC Taxi/FHV,17104
2025-02-27,Queensboro Bridge,"1 - Cars, Pickups and Vans",17943
2025-02-27,Queensboro Bridge,2 - Single-Unit Trucks,2834
2025-02-27,Queensboro Bridge,3 - Multi-Unit Trucks,189
2025-02-27,Queensboro Bridge,4 - Buses,428
2025-02-27,Queensboro Bridge,5 - Motorcycles,152
2025-02-27,Queensboro Bridge,TLC Taxi/FHV,18669
2025-02-27,West 60th St,"1 - Cars, Pickups and Vans",14069
2025-02-27,West 60th St,2 - Single-Unit Trucks,2541
2025-02-27,West 60th St,3 - Multi-Unit Trucks,153
2025-02-27,West 60th St,4 - Buses,1222
2025-02-27,West 60th St,5 - Motorcycles,334
2025-02-27,West 60th St,TLC Taxi/FHV,23297
2025-02-27,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",35262
2025-02-27,West Side Highway at 60th St,2 - Single-Unit Trucks,331
2025-02-27,West Side Highway at 60th St,3 - Multi-Unit Trucks,4
2025-02-27,West Side Highway at 60th St,4 - Buses,759
2025-02-27,West Side Highway at 60th St,5 - Motorcycles,75
2025-02-27,West Side Highway at 60th St,TLC Taxi/FHV,12436
2025-02-27,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22712
2025-02-27,Williamsburg Bridge,2 - Single-Unit Trucks,2355
2025-02-27,Williamsburg Bridge,3 - Multi-Unit Trucks,135
2025-02-27,Williamsburg Bridge,4 - Buses,276
2025-02-27,Williamsburg Bridge,5 - Motorcycles,75
2025-02-27,Williamsburg Bridge,TLC Taxi/FHV,14958
2025-02-28,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17686
2025-02-28,Brooklyn Bridge,2 - Single-Unit Trucks,227
2025-02-28,Brooklyn Bridge,3 - Multi-Unit Trucks,1
2025-02-28,Brooklyn Bridge,4 - Buses,105
2025-02-28,Brooklyn Bridge,5 - Motorcycles,72
2025-02-28,Brooklyn Bridge,TLC Taxi/FHV,11014
2025-02-28,East 60th St,"1 - Cars, Pickups and Vans",31695
2025-02-28,East 60th St,2 - Single-Unit Trucks,4410
2025-02-28,East 60th St,3 - Multi-Unit Trucks,255
2025-02-28,East 60th St,4 - Buses,2213
2025-02-28,East 60th St,5 - Motorcycles,735
2025-02-28,East 60th St,TLC Taxi/FHV,39185
2025-02-28,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",34317
2025-02-28,FDR Drive at 60th St,2 - Single-Unit Trucks,444
2025-02-28,FDR Drive at 60th St,3 - Multi-Unit Trucks,6
2025-02-28,FDR Drive at 60th St,4 - Buses,692
2025-02-28,FDR Drive at 60th St,5 - Motorcycles,153
2025-02-28,FDR Drive at 60th St,TLC Taxi/FHV,20288
2025-02-28,Holland Tunnel,"1 - Cars, Pickups and Vans",28938
2025-02-28,Holland Tunnel,2 - Single-Unit Trucks,1757
2025-02-28,Holland Tunnel,3 - Multi-Unit Trucks,63
2025-02-28,Holland Tunnel,4 - Buses,110
2025-02-28,Holland Tunnel,5 - Motorcycles,19
2025-02-28,Holland Tunnel,TLC Taxi/FHV,10077
2025-02-28,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",15745
2025-02-28,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,762
2025-02-28,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,14
2025-02-28,Hugh L. Carey Tunnel,4 - Buses,1498
2025-02-28,Hugh L. Carey Tunnel,5 - Motorcycles,41
2025-02-28,Hugh L. Carey Tunnel,TLC Taxi/FHV,5163
2025-02-28,Lincoln Tunnel,"1 - Cars, Pickups and Vans",32434
2025-02-28,Lincoln Tunnel,2 - Single-Unit Trucks,3988
2025-02-28,Lincoln Tunnel,3 - Multi-Unit Trucks,474
2025-02-28,Lincoln Tunnel,4 - Buses,1610
2025-02-28,Lincoln Tunnel,5 - Motorcycles,112
2025-02-28,Lincoln Tunnel,TLC Taxi/FHV,7096
2025-02-28,Manhattan Bridge,"1 - Cars, Pickups and Vans",17670
2025-02-28,Manhattan Bridge,2 - Single-Unit Trucks,2363
2025-02-28,Manhattan Bridge,3 - Multi-Unit Trucks,244
2025-02-28,Manhattan Bridge,4 - Buses,554
2025-02-28,Manhattan Bridge,5 - Motorcycles,125
2025-02-28,Manhattan Bridge,TLC Taxi/FHV,9849
2025-02-28,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",25918
2025-02-28,Queens Midtown Tunnel,2 - Single-Unit Trucks,2451
2025-02-28,Queens Midtown Tunnel,3 - Multi-Unit Trucks,87
2025-02-28,Queens Midtown Tunnel,4 - Buses,1197
2025-02-28,Queens Midtown Tunnel,5 - Motorcycles,45
2025-02-28,Queens Midtown Tunnel,TLC Taxi/FHV,18042
2025-02-28,Queensboro Bridge,"1 - Cars, Pickups and Vans",18612
2025-02-28,Queensboro Bridge,2 - Single-Unit Trucks,2803
2025-02-28,Queensboro Bridge,3 - Multi-Unit Trucks,191
2025-02-28,Queensboro Bridge,4 - Buses,461
2025-02-28,Queensboro Bridge,5 - Motorcycles,177
2025-02-28,Queensboro Bridge,TLC Taxi/FHV,16250
2025-02-28,West 60th St,"1 - Cars, Pickups and Vans",13680
2025-02-28,West 60th St,2 - Single-Unit Trucks,2662
2025-02-28,West 60th St,3 - Multi-Unit Trucks,147
2025-02-28,West 60th St,4 - Buses,1181
2025-02-28,West 60th St,5 - Motorcycles,418
2025-02-28,West 60th St,TLC Taxi/FHV,21069
2025-02-28,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",34683
2025-02-28,West Side Highway at 60th St,2 - Single-Unit Trucks,334
2025-02-28,West Side Highway at 60th St,3 - Multi-Unit Trucks,5
2025-02-28,West Side Highway at 60th St,4 - Buses,775
2025-02-28,West Side Highway at 60th St,5 - Motorcycles,83
2025-02-28,West Side Highway at 60th St,TLC Taxi/FHV,11763
2025-02-28,Williamsburg Bridge,"1 - Cars, Pickups and Vans",24017
2025-02-28,Williamsburg Bridge,2 - Single-Unit Trucks,2321
2025-02-28,Williamsburg Bridge,3 - Multi-Unit Trucks,161
2025-02-28,Williamsburg Bridge,4 - Buses,279
2025-02-28,Williamsburg Bridge,5 - Motorcycles,112
2025-02-28,Williamsburg Bridge,TLC Taxi/FHV,14645
2025-03-01,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17775
2025-03-01,Brooklyn Bridge,2 - Single-Unit Trucks,149
2025-03-01,Brooklyn Bridge,3 - Multi-Unit Trucks,6
2025-03-01,Brooklyn Bridge,4 - Buses,13
2025-03-01,Brooklyn Bridge,5 - Motorcycles,61
2025-03-01,Brooklyn Bridge,TLC Taxi/FHV,12553
2025-03-01,East 60th St,"1 - Cars, Pickups and Vans",30551
2025-03-01,East 60th St,2 - Single-Unit Trucks,1775
2025-03-01,East 60th St,3 - Multi-Unit Trucks,149
2025-03-01,East 60th St,4 - Buses,1355
2025-03-01,East 60th St,5 - Motorcycles,686
2025-03-01,East 60th St,TLC Taxi/FHV,39949
2025-03-01,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",32653
2025-03-01,FDR Drive at 60th St,2 - Single-Unit Trucks,258
2025-03-01,FDR Drive at 60th St,3 - Multi-Unit Trucks,6
2025-03-01,FDR Drive at 60th St,4 - Buses,48
2025-03-01,FDR Drive at 60th St,5 - Motorcycles,122
2025-03-01,FDR Drive at 60th St,TLC Taxi/FHV,20363
2025-03-01,Holland Tunnel,"1 - Cars, Pickups and Vans",30822
2025-03-01,Holland Tunnel,2 - Single-Unit Trucks,821
2025-03-01,Holland Tunnel,3 - Multi-Unit Trucks,42
2025-03-01,Holland Tunnel,4 - Buses,69
2025-03-01,Holland Tunnel,5 - Motorcycles,24
2025-03-01,Holland Tunnel,TLC Taxi/FHV,10275
2025-03-01,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",13569
2025-03-01,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,265
2025-03-01,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,9
2025-03-01,Hugh L. Carey Tunnel,4 - Buses,377
2025-03-01,Hugh L. Carey Tunnel,5 - Motorcycles,22
2025-03-01,Hugh L. Carey Tunnel,TLC Taxi/FHV,5013
2025-03-01,Lincoln Tunnel,"1 - Cars, Pickups and Vans",34634
2025-03-01,Lincoln Tunnel,2 - Single-Unit Trucks,1646
2025-03-01,Lincoln Tunnel,3 - Multi-Unit Trucks,239
2025-03-01,Lincoln Tunnel,4 - Buses,863
2025-03-01,Lincoln Tunnel,5 - Motorcycles,111
2025-03-01,Lincoln Tunnel,TLC Taxi/FHV,7037
2025-03-01,Manhattan Bridge,"1 - Cars, Pickups and Vans",16167
2025-03-01,Manhattan Bridge,2 - Single-Unit Trucks,925
2025-03-01,Manhattan Bridge,3 - Multi-Unit Trucks,124
2025-03-01,Manhattan Bridge,4 - Buses,188
2025-03-01,Manhattan Bridge,5 - Motorcycles,98
2025-03-01,Manhattan Bridge,TLC Taxi/FHV,12154
2025-03-01,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",24573
2025-03-01,Queens Midtown Tunnel,2 - Single-Unit Trucks,831
2025-03-01,Queens Midtown Tunnel,3 - Multi-Unit Trucks,41
2025-03-01,Queens Midtown Tunnel,4 - Buses,390
2025-03-01,Queens Midtown Tunnel,5 - Motorcycles,39
2025-03-01,Queens Midtown Tunnel,TLC Taxi/FHV,16864
2025-03-01,Queensboro Bridge,"1 - Cars, Pickups and Vans",16131
2025-03-01,Queensboro Bridge,2 - Single-Unit Trucks,1035
2025-03-01,Queensboro Bridge,3 - Multi-Unit Trucks,97
2025-03-01,Queensboro Bridge,4 - Buses,282
2025-03-01,Queensboro Bridge,5 - Motorcycles,142
2025-03-01,Queensboro Bridge,TLC Taxi/FHV,14360
2025-03-01,West 60th St,"1 - Cars, Pickups and Vans",12417
2025-03-01,West 60th St,2 - Single-Unit Trucks,1023
2025-03-01,West 60th St,3 - Multi-Unit Trucks,79
2025-03-01,West 60th St,4 - Buses,826
2025-03-01,West 60th St,5 - Motorcycles,398
2025-03-01,West 60th St,TLC Taxi/FHV,22072
2025-03-01,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",32652
2025-03-01,West Side Highway at 60th St,2 - Single-Unit Trucks,213
2025-03-01,West Side Highway at 60th St,3 - Multi-Unit Trucks,7
2025-03-01,West Side Highway at 60th St,4 - Buses,144
2025-03-01,West Side Highway at 60th St,5 - Motorcycles,83
2025-03-01,West Side Highway at 60th St,TLC Taxi/FHV,11761
2025-03-01,Williamsburg Bridge,"1 - Cars, Pickups and Vans",24162
2025-03-01,Williamsburg Bridge,2 - Single-Unit Trucks,921
2025-03-01,Williamsburg Bridge,3 - Multi-Unit Trucks,54
2025-03-01,Williamsburg Bridge,4 - Buses,98
2025-03-01,Williamsburg Bridge,5 - Motorcycles,94
2025-03-01,Williamsburg Bridge,TLC Taxi/FHV,16977
2025-03-02,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17293
2025-03-02,Brooklyn Bridge,2 - Single-Unit Trucks,84
2025-03-02,Brooklyn Bridge,3 - Multi-Unit Trucks,0
2025-03-02,Brooklyn Bridge,4 - Buses,11
2025-03-02,Brooklyn Bridge,5 - Motorcycles,41
2025-03-02,Brooklyn Bridge,TLC Taxi/FHV,11681
2025-03-02,East 60th St,"1 - Cars, Pickups and Vans",26364
2025-03-02,East 60th St,2 - Single-Unit Trucks,770
2025-03-02,East 60th St,3 - Multi-Unit Trucks,80
2025-03-02,East 60th St,4 - Buses,1152
2025-03-02,East 60th St,5 - Motorcycles,494
2025-03-02,East 60th St,TLC Taxi/FHV,37005
2025-03-02,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",29870
2025-03-02,FDR Drive at 60th St,2 - Single-Unit Trucks,177
2025-03-02,FDR Drive at 60th St,3 - Multi-Unit Trucks,3
2025-03-02,FDR Drive at 60th St,4 - Buses,48
2025-03-02,FDR Drive at 60th St,5 - Motorcycles,85
2025-03-02,FDR Drive at 60th St,TLC Taxi/FHV,16714
2025-03-02,Holland Tunnel,"1 - Cars, Pickups and Vans",28332
2025-03-02,Holland Tunnel,2 - Single-Unit Trucks,355
2025-03-02,Holland Tunnel,3 - Multi-Unit Trucks,11
2025-03-02,Holland Tunnel,4 - Buses,97
2025-03-02,Holland Tunnel,5 - Motorcycles,6
2025-03-02,Holland Tunnel,TLC Taxi/FHV,11280
2025-03-02,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",11220
2025-03-02,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,120
2025-03-02,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,3
2025-03-02,Hugh L. Carey Tunnel,4 - Buses,278
2025-03-02,Hugh L. Carey Tunnel,5 - Motorcycles,6
2025-03-02,Hugh L. Carey Tunnel,TLC Taxi/FHV,3541
2025-03-02,Lincoln Tunnel,"1 - Cars, Pickups and Vans",31124
2025-03-02,Lincoln Tunnel,2 - Single-Unit Trucks,791
2025-03-02,Lincoln Tunnel,3 - Multi-Unit Trucks,115
2025-03-02,Lincoln Tunnel,4 - Buses,876
2025-03-02,Lincoln Tunnel,5 - Motorcycles,87
2025-03-02,Lincoln Tunnel,TLC Taxi/FHV,7340
2025-03-02,Manhattan Bridge,"1 - Cars, Pickups and Vans",16089
2025-03-02,Manhattan Bridge,2 - Single-Unit Trucks,419
2025-03-02,Manhattan Bridge,3 - Multi-Unit Trucks,79
2025-03-02,Manhattan Bridge,4 - Buses,173
2025-03-02,Manhattan Bridge,5 - Motorcycles,56
2025-03-02,Manhattan Bridge,TLC Taxi/FHV,10065
2025-03-02,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",19071
2025-03-02,Queens Midtown Tunnel,2 - Single-Unit Trucks,354
2025-03-02,Queens Midtown Tunnel,3 - Multi-Unit Trucks,13
2025-03-02,Queens Midtown Tunnel,4 - Buses,330
2025-03-02,Queens Midtown Tunnel,5 - Motorcycles,12
2025-03-02,Queens Midtown Tunnel,TLC Taxi/FHV,17468
2025-03-02,Queensboro Bridge,"1 - Cars, Pickups and Vans",14148
2025-03-02,Queensboro Bridge,2 - Single-Unit Trucks,489
2025-03-02,Queensboro Bridge,3 - Multi-Unit Trucks,45
2025-03-02,Queensboro Bridge,4 - Buses,243
2025-03-02,Queensboro Bridge,5 - Motorcycles,67
2025-03-02,Queensboro Bridge,TLC Taxi/FHV,13589
2025-03-02,West 60th St,"1 - Cars, Pickups and Vans",11292
2025-03-02,West 60th St,2 - Single-Unit Trucks,473
2025-03-02,West 60th St,3 - Multi-Unit Trucks,25
2025-03-02,West 60th St,4 - Buses,758
2025-03-02,West 60th St,5 - Motorcycles,321
2025-03-02,West 60th St,TLC Taxi/FHV,19542
2025-03-02,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",26471
2025-03-02,West Side Highway at 60th St,2 - Single-Unit Trucks,94
2025-03-02,West Side Highway at 60th St,3 - Multi-Unit Trucks,4
2025-03-02,West Side Highway at 60th St,4 - Buses,146
2025-03-02,West Side Highway at 60th St,5 - Motorcycles,36
2025-03-02,West Side Highway at 60th St,TLC Taxi/FHV,9798
2025-03-02,Williamsburg Bridge,"1 - Cars, Pickups and Vans",23581
2025-03-02,Williamsburg Bridge,2 - Single-Unit Trucks,368
2025-03-02,Williamsburg Bridge,3 - Multi-Unit Trucks,28
2025-03-02,Williamsburg Bridge,4 - Buses,107
2025-03-02,Williamsburg Bridge,5 - Motorcycles,58
2025-03-02,Williamsburg Bridge,TLC Taxi/FHV,16874
2025-03-03,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16203
2025-03-03,Brooklyn Bridge,2 - Single-Unit Trucks,166
2025-03-03,Brooklyn Bridge,3 - Multi-Unit Trucks,1
2025-03-03,Brooklyn Bridge,4 - Buses,134
2025-03-03,Brooklyn Bridge,5 - Motorcycles,52
2025-03-03,Brooklyn Bridge,TLC Taxi/FHV,10546
2025-03-03,East 60th St,"1 - Cars, Pickups and Vans",29858
2025-03-03,East 60th St,2 - Single-Unit Trucks,3961
2025-03-03,East 60th St,3 - Multi-Unit Trucks,211
2025-03-03,East 60th St,4 - Buses,2219
2025-03-03,East 60th St,5 - Motorcycles,477
2025-03-03,East 60th St,TLC Taxi/FHV,38903
2025-03-03,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",30870
2025-03-03,FDR Drive at 60th St,2 - Single-Unit Trucks,389
2025-03-03,FDR Drive at 60th St,3 - Multi-Unit Trucks,1
2025-03-03,FDR Drive at 60th St,4 - Buses,710
2025-03-03,FDR Drive at 60th St,5 - Motorcycles,105
2025-03-03,FDR Drive at 60th St,TLC Taxi/FHV,16481
2025-03-03,Holland Tunnel,"1 - Cars, Pickups and Vans",26931
2025-03-03,Holland Tunnel,2 - Single-Unit Trucks,1676
2025-03-03,Holland Tunnel,3 - Multi-Unit Trucks,46
2025-03-03,Holland Tunnel,4 - Buses,132
2025-03-03,Holland Tunnel,5 - Motorcycles,5
2025-03-03,Holland Tunnel,TLC Taxi/FHV,8574
2025-03-03,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",14239
2025-03-03,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,702
2025-03-03,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,19
2025-03-03,Hugh L. Carey Tunnel,4 - Buses,1543
2025-03-03,Hugh L. Carey Tunnel,5 - Motorcycles,27
2025-03-03,Hugh L. Carey Tunnel,TLC Taxi/FHV,4179
2025-03-03,Lincoln Tunnel,"1 - Cars, Pickups and Vans",30156
2025-03-03,Lincoln Tunnel,2 - Single-Unit Trucks,3747
2025-03-03,Lincoln Tunnel,3 - Multi-Unit Trucks,384
2025-03-03,Lincoln Tunnel,4 - Buses,1808
2025-03-03,Lincoln Tunnel,5 - Motorcycles,86
2025-03-03,Lincoln Tunnel,TLC Taxi/FHV,6472
2025-03-03,Manhattan Bridge,"1 - Cars, Pickups and Vans",15022
2025-03-03,Manhattan Bridge,2 - Single-Unit Trucks,2111
2025-03-03,Manhattan Bridge,3 - Multi-Unit Trucks,186
2025-03-03,Manhattan Bridge,4 - Buses,594
2025-03-03,Manhattan Bridge,5 - Motorcycles,81
2025-03-03,Manhattan Bridge,TLC Taxi/FHV,7743
2025-03-03,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",22375
2025-03-03,Queens Midtown Tunnel,2 - Single-Unit Trucks,2332
2025-03-03,Queens Midtown Tunnel,3 - Multi-Unit Trucks,64
2025-03-03,Queens Midtown Tunnel,4 - Buses,1278
2025-03-03,Queens Midtown Tunnel,5 - Motorcycles,29
2025-03-03,Queens Midtown Tunnel,TLC Taxi/FHV,17876
2025-03-03,Queensboro Bridge,"1 - Cars, Pickups and Vans",16979
2025-03-03,Queensboro Bridge,2 - Single-Unit Trucks,2638
2025-03-03,Queensboro Bridge,3 - Multi-Unit Trucks,179
2025-03-03,Queensboro Bridge,4 - Buses,436
2025-03-03,Queensboro Bridge,5 - Motorcycles,113
2025-03-03,Queensboro Bridge,TLC Taxi/FHV,14926
2025-03-03,West 60th St,"1 - Cars, Pickups and Vans",13189
2025-03-03,West 60th St,2 - Single-Unit Trucks,2360
2025-03-03,West 60th St,3 - Multi-Unit Trucks,139
2025-03-03,West 60th St,4 - Buses,1243
2025-03-03,West 60th St,5 - Motorcycles,298
2025-03-03,West 60th St,TLC Taxi/FHV,20999
2025-03-03,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",30227
2025-03-03,West Side Highway at 60th St,2 - Single-Unit Trucks,304
2025-03-03,West Side Highway at 60th St,3 - Multi-Unit Trucks,1
2025-03-03,West Side Highway at 60th St,4 - Buses,690
2025-03-03,West Side Highway at 60th St,5 - Motorcycles,37
2025-03-03,West Side Highway at 60th St,TLC Taxi/FHV,9375
2025-03-03,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22256
2025-03-03,Williamsburg Bridge,2 - Single-Unit Trucks,2197
2025-03-03,Williamsburg Bridge,3 - Multi-Unit Trucks,128
2025-03-03,Williamsburg Bridge,4 - Buses,285
2025-03-03,Williamsburg Bridge,5 - Motorcycles,54
2025-03-03,Williamsburg Bridge,TLC Taxi/FHV,12520
2025-03-04,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16637
2025-03-04,Brooklyn Bridge,2 - Single-Unit Trucks,198
2025-03-04,Brooklyn Bridge,3 - Multi-Unit Trucks,0
2025-03-04,Brooklyn Bridge,4 - Buses,101
2025-03-04,Brooklyn Bridge,5 - Motorcycles,75
2025-03-04,Brooklyn Bridge,TLC Taxi/FHV,11787
2025-03-04,East 60th St,"1 - Cars, Pickups and Vans",30820
2025-03-04,East 60th St,2 - Single-Unit Trucks,4137
2025-03-04,East 60th St,3 - Multi-Unit Trucks,233
2025-03-04,East 60th St,4 - Buses,2157
2025-03-04,East 60th St,5 - Motorcycles,687
2025-03-04,East 60th St,TLC Taxi/FHV,41755
2025-03-04,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",31749
2025-03-04,FDR Drive at 60th St,2 - Single-Unit Trucks,410
2025-03-04,FDR Drive at 60th St,3 - Multi-Unit Trucks,4
2025-03-04,FDR Drive at 60th St,4 - Buses,706
2025-03-04,FDR Drive at 60th St,5 - Motorcycles,157
2025-03-04,FDR Drive at 60th St,TLC Taxi/FHV,16672
2025-03-04,Holland Tunnel,"1 - Cars, Pickups and Vans",26727
2025-03-04,Holland Tunnel,2 - Single-Unit Trucks,1796
2025-03-04,Holland Tunnel,3 - Multi-Unit Trucks,50
2025-03-04,Holland Tunnel,4 - Buses,169
2025-03-04,Holland Tunnel,5 - Motorcycles,24
2025-03-04,Holland Tunnel,TLC Taxi/FHV,9107
2025-03-04,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",15417
2025-03-04,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,735
2025-03-04,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,11
2025-03-04,Hugh L. Carey Tunnel,4 - Buses,1536
2025-03-04,Hugh L. Carey Tunnel,5 - Motorcycles,40
2025-03-04,Hugh L. Carey Tunnel,TLC Taxi/FHV,4523
2025-03-04,Lincoln Tunnel,"1 - Cars, Pickups and Vans",29995
2025-03-04,Lincoln Tunnel,2 - Single-Unit Trucks,3841
2025-03-04,Lincoln Tunnel,3 - Multi-Unit Trucks,476
2025-03-04,Lincoln Tunnel,4 - Buses,1739
2025-03-04,Lincoln Tunnel,5 - Motorcycles,92
2025-03-04,Lincoln Tunnel,TLC Taxi/FHV,6954
2025-03-04,Manhattan Bridge,"1 - Cars, Pickups and Vans",15778
2025-03-04,Manhattan Bridge,2 - Single-Unit Trucks,2409
2025-03-04,Manhattan Bridge,3 - Multi-Unit Trucks,236
2025-03-04,Manhattan Bridge,4 - Buses,572
2025-03-04,Manhattan Bridge,5 - Motorcycles,115
2025-03-04,Manhattan Bridge,TLC Taxi/FHV,9034
2025-03-04,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",23887
2025-03-04,Queens Midtown Tunnel,2 - Single-Unit Trucks,2428
2025-03-04,Queens Midtown Tunnel,3 - Multi-Unit Trucks,75
2025-03-04,Queens Midtown Tunnel,4 - Buses,1261
2025-03-04,Queens Midtown Tunnel,5 - Motorcycles,44
2025-03-04,Queens Midtown Tunnel,TLC Taxi/FHV,15936
2025-03-04,Queensboro Bridge,"1 - Cars, Pickups and Vans",17355
2025-03-04,Queensboro Bridge,2 - Single-Unit Trucks,2658
2025-03-04,Queensboro Bridge,3 - Multi-Unit Trucks,180
2025-03-04,Queensboro Bridge,4 - Buses,433
2025-03-04,Queensboro Bridge,5 - Motorcycles,163
2025-03-04,Queensboro Bridge,TLC Taxi/FHV,16541
2025-03-04,West 60th St,"1 - Cars, Pickups and Vans",13176
2025-03-04,West 60th St,2 - Single-Unit Trucks,2532
2025-03-04,West 60th St,3 - Multi-Unit Trucks,169
2025-03-04,West 60th St,4 - Buses,1195
2025-03-04,West 60th St,5 - Motorcycles,310
2025-03-04,West 60th St,TLC Taxi/FHV,22582
2025-03-04,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",34627
2025-03-04,West Side Highway at 60th St,2 - Single-Unit Trucks,330
2025-03-04,West Side Highway at 60th St,3 - Multi-Unit Trucks,5
2025-03-04,West Side Highway at 60th St,4 - Buses,754
2025-03-04,West Side Highway at 60th St,5 - Motorcycles,90
2025-03-04,West Side Highway at 60th St,TLC Taxi/FHV,11419
2025-03-04,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22648
2025-03-04,Williamsburg Bridge,2 - Single-Unit Trucks,2370
2025-03-04,Williamsburg Bridge,3 - Multi-Unit Trucks,150
2025-03-04,Williamsburg Bridge,4 - Buses,311
2025-03-04,Williamsburg Bridge,5 - Motorcycles,93
2025-03-04,Williamsburg Bridge,TLC Taxi/FHV,12814
2025-03-05,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16610
2025-03-05,Brooklyn Bridge,2 - Single-Unit Trucks,183
2025-03-05,Brooklyn Bridge,3 - Multi-Unit Trucks,2
2025-03-05,Brooklyn Bridge,4 - Buses,104
2025-03-05,Brooklyn Bridge,5 - Motorcycles,43
2025-03-05,Brooklyn Bridge,TLC Taxi/FHV,12128
2025-03-05,East 60th St,"1 - Cars, Pickups and Vans",30902
2025-03-05,East 60th St,2 - Single-Unit Trucks,4058
2025-03-05,East 60th St,3 - Multi-Unit Trucks,229
2025-03-05,East 60th St,4 - Buses,2115
2025-03-05,East 60th St,5 - Motorcycles,545
2025-03-05,East 60th St,TLC Taxi/FHV,42139
2025-03-05,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",31811
2025-03-05,FDR Drive at 60th St,2 - Single-Unit Trucks,365
2025-03-05,FDR Drive at 60th St,3 - Multi-Unit Trucks,1
2025-03-05,FDR Drive at 60th St,4 - Buses,658
2025-03-05,FDR Drive at 60th St,5 - Motorcycles,106
2025-03-05,FDR Drive at 60th St,TLC Taxi/FHV,18477
2025-03-05,Holland Tunnel,"1 - Cars, Pickups and Vans",25929
2025-03-05,Holland Tunnel,2 - Single-Unit Trucks,1761
2025-03-05,Holland Tunnel,3 - Multi-Unit Trucks,55
2025-03-05,Holland Tunnel,4 - Buses,169
2025-03-05,Holland Tunnel,5 - Motorcycles,11
2025-03-05,Holland Tunnel,TLC Taxi/FHV,10684
2025-03-05,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",15247
2025-03-05,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,683
2025-03-05,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,20
2025-03-05,Hugh L. Carey Tunnel,4 - Buses,1497
